"idx_sin","gar_sin","surv_sin","decl_sin","clo_sin","gest_sin","mt_eval","mt_regl","incoh_decl_before_surv","incoh_gest_before_decl","incoh_clo_before_surv","incoh_neg_eval","incoh_neg_regl","delai_declaration_jours","sinistre_cloturé","sinistre_payé"
"S23-6426613","AssVHR",2018-12-31,2019-01-01,2019-06-28,2019-06-28,241.87,241.87,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-6436938","AssVHR",2023-05-24,2023-05-27,2023-11-13,2023-11-13,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S23-6444678","AssBase",2018-09-20,2018-09-22,2018-09-22,2018-09-22,249.57,249.57,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S23-6467966","AssBase",2023-11-21,2023-11-21,2023-11-21,2023-11-21,-236.51,-236.51,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-6479265","AssVHR",2018-09-19,2018-09-20,2019-01-29,2019-01-29,262.17,262.17,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-6492628","AssVHR",2018-10-10,2018-10-11,2019-01-29,2019-01-29,233.23,233.23,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-6500909","Ass0km",2023-10-08,2023-10-20,2023-11-22,2023-11-22,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,0
"S23-6503424","AssVHR",2018-10-23,2018-10-24,2019-03-05,2019-03-05,237.89,237.89,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-6505315","AssBase",2023-09-13,2023-09-13,2023-10-14,2023-10-14,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-6517580","AssBase",2023-04-22,2023-04-22,2023-06-08,2023-06-08,-242.21,-242.21,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-6523361","AssBase",2018-11-29,2018-12-01,2019-05-15,2019-05-15,252.59,252.59,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S23-6546201","Ass0km",2023-11-03,2023-11-04,2023-11-04,2023-11-04,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-6553503","AssVHR",2023-02-28,2023-03-02,2023-07-07,2023-07-07,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S23-6559345","AssVHR",2018-09-05,2018-09-05,2019-01-21,2019-01-21,239.42,239.42,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6567114","Ass0km",2018-09-18,2018-09-18,2018-10-14,2018-10-14,241.9,241.9,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6578582","AssVHR",2023-12-26,2023-12-26,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-6583172","AssVHR",2018-10-23,2018-10-23,2019-02-13,2019-02-13,237.81,237.81,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6583927","AssVHR",2018-10-06,2018-10-12,2019-02-18,2019-02-18,350.31,350.31,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S23-6589326","Ass0km",2023-02-21,2023-02-27,2023-05-16,2023-05-16,-227.62,-227.62,FALSE,FALSE,FALSE,TRUE,TRUE,6,1,0
"S23-6608198","AssVHR",2023-08-21,2023-08-24,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0
"S23-6616427","AssVHR",2023-08-18,2023-08-21,2023-12-16,2023-12-16,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S23-6624647","AssVHR",2023-11-19,2023-11-19,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-6631948","Ass0km",2023-11-27,2023-12-03,2023-12-27,2023-12-27,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,0
"S23-6637293","AssVHR",2018-10-26,2018-10-29,2019-02-01,2019-02-01,247.86,247.86,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S23-6649169","Ass0km",2018-10-17,2018-10-17,2018-11-03,2018-11-03,266.19,266.19,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6650713","AssBase",2023-10-03,2023-10-04,2023-10-04,2023-10-04,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-6657186","AssBase",2018-12-01,2018-12-02,2019-01-24,2019-01-24,253.18,253.18,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-6659330","AssVHR",2023-08-12,2023-08-12,2023-12-19,2023-12-19,251.92,251.92,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6661324","AssVHR",2023-07-27,2023-07-28,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-6665792","Ass0km",2018-10-08,2018-10-08,2019-02-13,2019-02-13,275.08,275.08,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6667500","Ass0km",2023-09-15,2023-09-15,2023-11-04,2023-11-04,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-6672062","AssVHR",2023-07-24,2023-07-24,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-6673455","AssVHR",2023-01-16,2023-01-20,2023-04-21,2023-04-21,-253.76,-253.76,FALSE,FALSE,FALSE,TRUE,TRUE,4,1,0
"S23-6685781","AssBase",2018-11-01,2018-11-01,2018-11-16,2018-11-16,278.54,278.54,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6693600","AssBase",2018-09-25,2018-10-03,2019-02-17,2019-02-17,308.31,308.31,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1
"S23-6699272","AssVHR",2023-07-17,2023-07-18,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-6702841","AssBase",2023-11-15,2023-12-01,NA,2023-12-31,215,0,FALSE,FALSE,FALSE,FALSE,FALSE,16,0,0
"S23-6742489","AssVHR",2023-05-23,2023-05-24,2023-10-31,2023-10-31,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-6749947","AssVHR",2023-05-05,2023-05-12,2023-09-10,2023-09-10,-219.63,-219.63,FALSE,FALSE,FALSE,TRUE,TRUE,7,1,0
"S23-6751243","Ass0km",2018-11-16,2018-11-17,2018-12-08,2018-12-08,212.45,212.45,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-6773681","AssBase",2023-12-31,2023-12-31,NA,2023-12-31,215,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-6778275","AssBase",2023-09-27,2023-09-28,2023-09-28,2023-09-28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-6780222","Ass0km",2023-08-29,2023-08-29,2023-10-08,2023-10-08,-267.71,-267.71,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-6780323","AssBase",2023-02-04,2023-02-05,2023-04-18,2023-04-18,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-6781026","Ass0km",2018-09-09,2018-09-11,2018-09-11,2018-09-11,239.22,239.22,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S23-6795201","AssBase",2023-07-14,2023-07-15,NA,2023-12-31,215,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-6814853","Ass0km",2018-09-11,2018-09-11,2018-12-06,2018-12-06,253.7,253.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6831784","Ass0km",2023-09-27,2023-09-29,2023-12-16,2023-12-16,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S23-6835295","AssBase",2023-01-18,2023-01-19,2023-03-28,2023-03-28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-6837578","AssVHR",2023-10-09,2023-10-09,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-6838738","Ass0km",2023-02-22,2023-02-22,2023-03-26,2023-03-26,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-6839888","AssVHR",2018-11-14,2018-11-17,2019-03-15,2019-03-15,216.76,216.76,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S23-6842372","Ass0km",2023-02-22,2023-02-22,2023-02-22,2023-02-22,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-6847050","Ass0km",2023-03-14,2023-03-14,2023-03-14,2023-03-14,-233.64,-233.64,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-6854366","AssVHR",2018-11-17,2018-11-21,2019-02-28,2019-02-28,253.06,253.06,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S23-6859104","AssVHR",2023-11-13,2023-11-14,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-6863374","AssVHR",2023-08-05,2023-08-05,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-6868923","AssVHR",2018-09-21,2018-09-21,2019-05-04,2019-05-04,257.57,257.57,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6871692","AssBase",2023-12-02,2023-12-03,2023-12-12,2023-12-12,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-6882173","Ass0km",2018-11-24,2018-11-25,2018-12-27,2018-12-27,240.3,240.3,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-6905761","AssBase",2023-02-26,2023-03-07,2023-07-11,2023-07-11,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,0
"S23-6913788","AssVHR",2023-12-19,2023-12-19,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-6924889","AssVHR",2023-12-29,2023-12-29,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-6929387","Ass0km",2023-11-22,2023-11-26,2023-12-10,2023-12-10,-260.27,-260.27,FALSE,FALSE,FALSE,TRUE,TRUE,4,1,0
"S23-6936395","AssVHR",2023-02-26,2023-03-09,2023-11-07,2023-11-07,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,0
"S23-6941413","AssBase",2023-09-22,2023-09-22,2023-12-04,2023-12-04,-288.14,-288.14,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-6952485","Ass0km",2018-11-20,2018-11-20,2019-04-02,2019-04-02,153.6,153.6,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-6957894","AssBase",2023-09-14,2023-09-14,2023-09-14,2023-09-14,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-6973346","Ass0km",2018-11-14,2018-11-18,2018-12-17,2018-12-17,257.9,257.9,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S23-6976799","Ass0km",2023-03-05,2023-03-12,2023-05-04,2023-05-04,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,0
"S23-6983476","AssVHR",2023-11-01,2023-11-01,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-7002552","AssVHR",2023-06-30,2023-07-01,2023-10-25,2023-10-25,245.82,245.82,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-7006438","AssVHR",2023-02-27,2023-03-10,2023-08-01,2023-08-01,251.38,251.38,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1
"S23-7014573","AssBase",2023-08-19,2023-08-21,2023-09-01,2023-09-01,-254.19,-254.19,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,0
"S23-7019247","AssBase",2023-05-26,2023-05-26,2023-06-09,2023-06-09,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7023530","Ass0km",2023-07-06,2023-07-18,2023-07-18,2023-07-18,-228.43,-228.43,FALSE,FALSE,FALSE,TRUE,TRUE,12,1,0
"S23-7025394","Ass0km",2023-09-02,2023-09-03,2023-09-17,2023-09-17,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-7036837","AssVHR",2023-12-02,2023-12-05,2023-12-05,2023-12-05,-232.62,-232.62,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,0
"S23-7062159","AssBase",2023-03-08,2023-03-12,2023-03-12,2023-03-12,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0
"S23-7069166","AssBase",2023-12-16,2023-12-17,NA,2023-12-31,215,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-7094706","Ass0km",2023-11-17,2023-11-21,NA,2023-12-31,160,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,0
"S23-7106310","Ass0km",2018-09-25,2018-10-01,2018-12-01,2018-12-01,226.93,226.93,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S23-7116820","Ass0km",2023-07-20,2023-07-22,2023-08-25,2023-08-25,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S23-7124318","AssVHR",2023-08-31,2023-09-01,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-7126719","Ass0km",2023-07-04,2023-07-11,2023-07-25,2023-07-25,-220.68,-220.68,FALSE,FALSE,FALSE,TRUE,TRUE,7,1,0
"S23-7133306","Ass0km",2023-04-23,2023-04-23,2023-05-25,2023-05-25,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7134294","AssBase",2018-12-31,2018-12-31,2018-12-31,2018-12-31,261.66,261.66,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7143625","AssVHR",2023-11-30,2023-12-01,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-7146892","Ass0km",2023-04-07,2023-04-08,2023-07-03,2023-07-03,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-7155377","AssVHR",2023-01-04,2023-01-05,2023-06-11,2023-06-11,-316.29,-316.29,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S23-7160290","AssVHR",2018-11-22,2018-11-26,2019-04-08,2019-04-08,306.31,306.31,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S23-7161462","AssBase",2023-08-04,2023-08-04,2023-08-04,2023-08-04,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7167470","AssVHR",2023-04-22,2023-04-28,2023-11-08,2023-11-08,241.3,241.3,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S23-7172066","Ass0km",2023-09-07,2023-09-08,2023-09-25,2023-09-25,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-7172386","AssVHR",2023-04-09,2023-04-12,2023-07-16,2023-07-16,-249.14,-249.14,FALSE,FALSE,FALSE,TRUE,TRUE,3,1,0
"S23-7182011","AssVHR",2018-09-06,2018-09-07,2019-01-11,2019-01-11,255.46,255.46,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-7195866","Ass0km",2023-07-19,2023-07-22,NA,2023-12-31,160,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0
"S23-7205565","AssVHR",2023-09-28,2023-09-28,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-7206333","AssBase",2023-02-23,2023-02-23,2023-04-27,2023-04-27,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7207957","AssBase",2023-08-25,2023-08-25,2023-10-09,2023-10-09,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7209422","AssBase",2018-09-09,2018-09-09,2018-10-13,2018-10-13,218.44,218.44,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7210741","AssVHR",2023-09-17,2023-09-17,2023-09-17,2023-09-17,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7234657","AssBase",2018-12-28,2019-01-02,2019-02-08,2019-02-08,183.59,183.59,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S23-7240546","AssVHR",2018-10-23,2018-10-23,2019-02-01,2019-02-01,242.31,242.31,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7248146","AssVHR",2023-06-02,2023-06-02,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-7277818","AssBase",2023-07-19,2023-07-19,2023-11-24,2023-11-24,-288.24,-288.24,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-7297758","AssBase",2023-01-02,2023-01-02,2023-06-08,2023-06-08,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7309276","Ass0km",2023-10-10,2023-10-10,2023-12-01,2023-12-01,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7310090","AssVHR",2023-09-15,2023-09-15,2023-12-22,2023-12-22,-276.22,-276.22,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-7311675","AssVHR",2023-11-06,2023-11-07,2023-11-07,2023-11-07,-263.9,-263.9,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S23-7316452","AssBase",2023-11-27,2023-11-27,2023-11-27,2023-11-27,-233.25,-233.25,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-7316750","AssBase",2023-08-09,2023-08-15,2023-09-09,2023-09-09,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,0
"S23-7316789","AssVHR",2023-03-24,2023-03-26,2023-08-20,2023-08-20,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S23-7320206","AssBase",2018-12-29,2018-12-29,2019-01-23,2019-01-23,204.38,204.38,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7323475","Ass0km",2023-01-11,2023-01-11,2023-02-20,2023-02-20,-249.88,-249.88,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-7330896","AssVHR",2023-07-13,2023-07-13,2023-11-07,2023-11-07,-288.13,-288.13,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-7333888","AssBase",2023-07-07,2023-07-09,2023-08-21,2023-08-21,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0
"S23-7334132","AssBase",2023-10-09,2023-10-17,NA,2023-12-31,215,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,0
"S23-7338367","Ass0km",2018-12-06,2018-12-24,2018-12-24,2018-12-24,218.43,218.43,FALSE,FALSE,FALSE,FALSE,FALSE,18,1,1
"S23-7364377","Ass0km",2023-06-08,2023-06-08,2023-06-08,2023-06-08,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7369073","AssBase",2023-07-04,2023-07-22,2023-07-22,2023-07-22,-283.45,-283.45,FALSE,FALSE,FALSE,TRUE,TRUE,18,1,0
"S23-7385380","AssBase",2018-12-19,2018-12-25,2019-08-08,2019-08-08,222.74,222.74,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S23-7385601","AssVHR",2023-10-02,2023-10-03,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-7389876","AssBase",2023-07-05,2023-07-05,2023-08-11,2023-08-11,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7409999","AssVHR",2018-12-12,2018-12-12,2019-07-22,2019-07-22,239.99,239.99,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7410930","Ass0km",2018-09-26,2018-10-04,2019-10-25,2019-10-25,255.78,255.78,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1
"S23-7418131","AssBase",2023-08-02,2023-08-03,2023-09-09,2023-09-09,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-7427688","Ass0km",2023-07-08,2023-07-11,2023-07-11,2023-07-11,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S23-7432130","AssBase",2023-03-04,2023-03-04,2023-04-26,2023-04-26,-207.82,-207.82,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-7436675","AssVHR",2023-11-30,2023-11-30,2023-11-30,2023-11-30,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7438243","AssBase",2023-04-20,2023-04-29,2023-07-02,2023-07-02,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,0
"S23-7444109","Ass0km",2018-12-10,2018-12-15,2019-01-24,2019-01-24,261.89,261.89,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S23-7445411","Ass0km",2023-08-01,2023-08-01,2023-12-07,2023-12-07,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7454722","AssBase",2023-03-24,2023-03-26,2023-04-07,2023-04-07,-231.25,-231.25,FALSE,FALSE,FALSE,TRUE,TRUE,2,1,0
"S23-7458900","AssBase",2023-06-05,2023-06-06,2023-07-06,2023-07-06,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0
"S23-7471077","AssVHR",2023-08-07,2023-08-07,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-7497544","AssVHR",2023-06-11,2023-06-11,2023-10-31,2023-10-31,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7506753","Ass0km",2018-10-01,2018-10-10,2018-11-11,2018-11-11,283.26,283.26,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1
"S23-7526648","Ass0km",2023-08-31,2023-09-06,NA,2023-12-31,160,0,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,0
"S23-7530261","Ass0km",2018-11-17,2018-11-17,2019-01-12,2019-01-12,288.59,288.59,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7538151","AssVHR",2023-06-21,2023-06-21,2023-09-20,2023-09-20,-244.31,-244.31,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-7540135","AssBase",2018-12-04,2018-12-04,2018-12-27,2018-12-27,220.26,220.26,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7543833","Ass0km",2018-12-25,2018-12-26,2020-01-14,2020-01-14,195.51,195.51,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-7552236","AssBase",2018-09-26,2018-09-26,2018-11-24,2018-11-24,261.09,261.09,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7559981","Ass0km",2018-12-04,2018-12-04,2018-12-04,2018-12-04,267.85,267.85,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7567639","AssBase",2023-12-22,2023-12-27,NA,2023-12-31,215,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,0
"S23-7578483","AssVHR",2023-12-09,2023-12-10,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-7583874","AssVHR",2023-05-18,2023-05-20,2023-12-22,2023-12-22,270.67,270.67,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S23-7584211","AssBase",2023-10-08,2023-10-08,2023-11-05,2023-11-05,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7585618","AssBase",2018-11-19,2018-11-20,2018-12-08,2018-12-08,276.4,276.4,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S23-7587012","AssVHR",2023-09-22,2023-09-22,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-7588274","Ass0km",2018-09-30,2018-09-30,2018-11-11,2018-11-11,213.66,213.66,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7615206","AssBase",2023-05-16,2023-05-19,2023-08-21,2023-08-21,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0
"S23-7616084","AssBase",2023-09-07,2023-09-07,2023-09-28,2023-09-28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7618271","AssBase",2023-08-10,2023-08-30,2023-08-30,2023-08-30,-234.18,-234.18,FALSE,FALSE,FALSE,TRUE,TRUE,20,1,0
"S23-7630638","AssVHR",2023-09-23,2023-09-23,2023-09-23,2023-09-23,217.82,217.82,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7636559","AssVHR",2023-11-13,2023-11-14,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-7641165","AssBase",2023-07-20,2023-07-20,2023-12-27,2023-12-27,-270.96,-270.96,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-7644671","Ass0km",2023-11-08,2023-11-21,2023-12-23,2023-12-23,-310.08,-310.08,FALSE,FALSE,FALSE,TRUE,TRUE,13,1,0
"S23-7649092","AssVHR",2023-09-04,2023-09-06,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0
"S23-7660020","Ass0km",2023-07-12,2023-07-16,2023-12-14,2023-12-14,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0
"S23-7661243","Ass0km",2018-09-10,2018-09-12,2018-09-30,2018-09-30,252.14,252.14,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S23-7665630","Ass0km",2018-09-01,2018-09-06,2018-12-06,2018-12-06,194.74,194.74,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S23-7677998","AssBase",2023-12-14,2023-12-14,NA,2023-12-31,215,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-7678052","AssVHR",2023-12-23,2023-12-26,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0
"S23-7685033","AssBase",2023-07-28,2023-08-04,2023-08-12,2023-08-12,240.51,240.51,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1
"S23-7723291","AssBase",2023-01-31,2023-02-02,2023-03-18,2023-03-18,228.92,228.92,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S23-7729494","AssVHR",2023-05-25,2023-05-25,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
"S23-7731153","AssBase",2018-09-25,2018-09-25,2018-10-22,2018-10-22,280.47,280.47,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7736141","Ass0km",2018-09-05,2018-09-05,2018-12-29,2018-12-29,252.16,252.16,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S23-7737686","Ass0km",2023-02-23,2023-02-23,2023-04-28,2023-04-28,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S23-7739617","AssBase",2023-12-24,2023-12-25,NA,2023-12-31,215,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0
"S23-7739961","AssVHR",2018-11-08,2018-11-15,2019-02-27,2019-02-27,273.79,273.79,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1
"S23-7743581","AssVHR",2023-02-03,2023-02-03,2023-06-12,2023-06-12,-258.16,-258.16,FALSE,FALSE,FALSE,TRUE,TRUE,0,1,0
"S23-7744568","AssVHR",2023-01-21,2023-01-22,2023-05-08,2023-05-08,-285.93,-285.93,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,0
"S23-7751755","AssVHR",2023-12-04,2023-12-06,NA,2023-12-31,235,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0
"S23-7770649","AssBase",2023-03-25,2023-03-28,2023-06-28,2023-06-28,219.11,219.11,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
