"idx_sin","gar_sin","surv_sin","decl_sin","clo_sin","gest_sin","mt_eval","mt_regl","incoh_decl_before_surv","incoh_gest_before_decl","incoh_clo_before_surv","incoh_neg_eval","incoh_neg_regl","delai_declaration_jours","sinistre_cloturé","sinistre_payé","idx_ct","idx_year","vh_immat","sit_start_date","sit_end_date","sit_expo","drv1age","drv1sex","drv1drive_licence_type","drv1drive_licence_age","vh_age","ct_frm","ct_ass_base","ct_ass0km","ct_ass_vhr","vh_segment","vh_marque","vh_energy","vh_weight","vh_din","vh_value","vh_group","vh_class","ct_usage","ct_km","ct_deduc","claims_ant","ct_insee","id1_ass_base","id1_ass0km","id1_ass_vhr","id2_ass_base","id2_ass0km","id2_ass_vhr","id3_ass_base","id3_ass0km","id3_ass_vhr","cot_ass_base","cot_ass0km","cot_ass_vhr","duree_contrat_jours","jeune_conducteur","cotisation_total","source_id"
"S22-2425706","Ass0km","2022-02-11","2022-02-13","2022-03-11","2022-03-11",153.54,153.54,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003346141",2022,"SA-0734-TF","2022-01-01","2022-12-31",1,41,"H","Traditionnel",22.72,11.23,"Med1",1,1,1,"SUV","Autre","Diesel",1646,144,13076.39,17,3,"Pri","O",200,0,"77211",NA,"S22-2425706",NA,NA,NA,NA,NA,NA,NA,85.41,49.55,49.03,364,0,183.99,"id1_ass0km"
"S22-2426578","Ass0km","2022-09-07","2022-09-10","2022-10-09","2022-10-09",130.68,130.68,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003346743",2022,"MB-9994-MX","2022-01-01","2022-12-31",1,37,"F","Traditionnel",18.51,6.17,"Maxi",1,1,0,"Citadine","Ford","Diesel",1647,177,13908.91,16,4,"Pri","N",500,0,"69295",NA,"S22-2426578",NA,NA,NA,NA,NA,NA,NA,56.15,37.57,0,364,0,93.72,"id1_ass0km"
"S22-2428794","Ass0km","2022-08-03","2022-08-04","2023-02-21","2023-02-21",237.54,237.54,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003348421",2022,"FQ-3193-HG","2022-01-01","2022-12-31",1,42,"F","Traditionnel",23.79,13.07,"Maxi",1,1,1,"Compacte","BMW","Diesel",1549,171,22496.21,27,4,"Pri","N",500,1,"37020",NA,"S22-2428794",NA,NA,NA,NA,NA,NA,NA,78.51,46.38,45.91,364,0,170.8,"id1_ass0km"
"S22-2440465","Ass0km","2022-07-08","2022-07-10","2022-07-29","2022-07-29",128.58,128.58,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003357184",2022,"LY-5643-AK","2022-01-01","2022-12-31",1,51,"F","Cond Accompagnée",30.94,11.71,"Maxi",1,1,1,"Familiale","Peugeot","Electrique/Hybride",1082,56,11455.64,21,3,"Pri","N",200,1,"66038","S22-1168542","S22-2440465",NA,NA,NA,NA,NA,NA,NA,71.79,43.28,42.87,364,0,157.94,"id1_ass0km"
"S22-2444631","Ass0km","2022-08-26","2022-08-26","2022-10-01","2022-10-01",143.98,143.98,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003360306",2022,"ZY-0773-GG","2022-01-01","2022-12-31",1,45,"H","Cond Accompagnée",23.33,6.42,"Med2",1,1,1,"Familiale","Peugeot","Electrique/Hybride",1472,64,3593.39,9,3,"Pri","N",200,2,"1376","S22-1172665","S22-2444631",NA,NA,NA,NA,NA,NA,NA,63.87,39.64,39.29,364,0,142.8,"id1_ass0km"
"S22-2448703","Ass0km","2022-05-06","2022-05-10","2022-05-10","2022-05-10",142.73,142.73,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C003363329",2022,"ZT-8492-XD","2022-01-01","2022-12-31",1,54,"H","Cond Accompagnée",35.31,10.03,"Maxi",1,1,1,"Citadine","Citroen","Essence",1349,149,7591.33,17,2,"Pri","N",400,0,"85012",NA,"S22-2448703",NA,NA,NA,NA,NA,NA,NA,65.7,40.48,40.12,364,0,146.3,"id1_ass0km"
"S22-2453447","Ass0km","2022-02-16","2022-02-16","2022-03-22","2022-03-22",137.61,137.61,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003366771",2022,"ZY-3623-FE","2022-01-01","2022-12-31",1,25,"F","Traditionnel",5.59,8.95,"Maxi",1,1,1,"Citadine","Renault","Diesel",1564,221,24963.69,30,5,"Pri","O",300,0,"30283",NA,"S22-2453447","S22-3726175",NA,NA,NA,NA,NA,NA,77.42,45.87,45.42,364,0,168.71,"id1_ass0km"
"S22-2454341","Ass0km","2022-10-02","2022-10-02","2023-01-07","2023-01-07",202.2,202.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003367480",2022,"FX-7947-AF","2022-01-01","2022-12-31",1,55,"H","Traditionnel",34.39,15.13,"Med2",1,1,1,"Compacte","Peugeot","Diesel",1577,167,12775.07,19,3,"Pri","N",400,0,"62835",NA,"S22-2454341",NA,NA,NA,NA,NA,NA,NA,72.47,43.6,43.18,364,0,159.25,"id1_ass0km"
"S22-2456041","Ass0km","2022-08-25","2022-08-27","2022-09-15","2022-09-15",180.56,180.56,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003368690",2022,"QT-0909-NQ","2022-01-01","2022-12-31",1,59,"F","Traditionnel",38.34,4.7,"Maxi",1,1,0,"SUV","Peugeot","Diesel",1590,140,11968.67,10,4,"Pri","O",200,0,"2A108",NA,"S22-2456041",NA,NA,NA,NA,NA,NA,NA,62.01,40.51,0,364,0,102.52,"id1_ass0km"
"S22-2457007","Ass0km","2022-07-18","2022-07-19","2022-10-12","2022-10-12",140.72,140.72,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003369437",2022,"KE-7853-CG","2022-01-01","2022-12-31",1,48,"F","Traditionnel",29.51,3.7,"Maxi",1,1,1,"Citadine","Volkswagen","Electrique/Hybride",1664,209,25592.4,24,5,"Pri","N",200,0,"50088",NA,"S22-2457007",NA,NA,NA,NA,NA,NA,NA,74.72,44.63,44.19,364,0,163.54,"id1_ass0km"
"S22-2458245","Ass0km","2022-02-17","2022-02-17","2023-04-20","2023-04-20",127.09,127.09,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003370343",2022,"YG-7128-PC","2022-01-01","2022-12-31",1,75,"F","Cond Accompagnée",54.81,7.83,"Maxi",1,1,0,"Citadine","Peugeot","Diesel",1545,149,8364.4,20,3,"Pro","N",200,1,"67485",NA,"S22-2458245",NA,NA,NA,NA,NA,NA,NA,62.59,40.8,0,364,0,103.39,"id1_ass0km"
"S22-2464502","Ass0km","2022-03-30","2022-03-30","2022-05-21","2022-05-21",172.78,172.78,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003375057",2022,"DQ-4264-SJ","2022-01-01","2022-12-31",1,23,"H","Traditionnel",4.26,5.29,"Maxi",1,1,1,"Compacte","Renault","Diesel",1770,204,21452.2,27,5,"Pro","N",400,0,"90035",NA,"S22-2464502",NA,NA,NA,NA,NA,NA,NA,88.43,50.94,50.4,364,1,189.77,"id1_ass0km"
"S22-2467053","Ass0km","2022-04-14","2022-05-01","2022-05-19","2022-05-19",171.36,171.36,FALSE,FALSE,FALSE,FALSE,FALSE,17,1,1,"C003376965",2022,"PX-7767-XJ","2022-01-01","2022-12-31",1,41,"H","Traditionnel",21.6,13.03,"Med2",1,1,0,"SUV","Volkswagen","Diesel",1943,186,18525.79,29,4,"Pri","N",200,1,"38476",NA,"S22-2467053",NA,NA,NA,NA,NA,NA,NA,75.32,47.16,0,364,0,122.48,"id1_ass0km"
"S22-2470753","Ass0km","2022-10-20","2022-10-20","2022-10-20","2022-10-20",175.89,175.89,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003379758",2022,"KY-0503-GP","2022-01-01","2022-12-31",1,56,"F","Cond Accompagnée",36.59,6.76,"Maxi",1,1,0,"Citadine","Fiat","Essence",917,114,3099.12,9,2,"Pri","O",300,0,"22275",NA,"S22-2470753",NA,NA,NA,NA,NA,NA,NA,56.15,37.57,0,364,0,93.72,"id1_ass0km"
"S22-2477430","Ass0km","2022-04-29","2022-04-29","2023-02-06","2023-02-06",141.7,141.7,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003384756",2022,"RB-1072-GF","2022-01-01","2022-12-31",1,44,"F","Traditionnel",22.38,9.36,"Maxi",1,1,1,"Citadine","Dacia","Diesel",971,88,10129.16,9,2,"Pri","N",200,0,"50357",NA,"S22-2477430",NA,NA,NA,NA,NA,NA,NA,73.63,44.13,43.7,364,0,161.46,"id1_ass0km"
"S22-2483494","Ass0km","2022-06-02","2022-06-03","2022-06-03","2022-06-03",167.01,167.01,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003389336",2022,"CT-0806-XX","2022-01-01","2022-12-31",1,23,"H","Traditionnel",4.11,6.31,"Maxi",1,1,1,"Familiale","Citroen","Diesel",1555,228,20248.34,23,4,"Pri","O",300,2,"80796",NA,"S22-2483494",NA,NA,NA,NA,NA,NA,NA,90.42,51.85,51.29,364,1,193.56,"id1_ass0km"
"S22-2484157","Ass0km","2022-02-13","2022-02-17","2022-04-05","2022-04-05",208.08,208.08,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C003389828",2022,"CB-9266-DT","2022-01-01","2022-12-31",1,52,"H","Traditionnel",29.6,8.33,"Maxi",1,1,0,"Compacte","Renault","Electrique/Hybride",1464,84,9884.49,14,3,"Pri","N",200,2,"78517","S22-1211857","S22-2484157",NA,"S22-5031747",NA,NA,NA,NA,NA,64.89,41.94,0,364,0,106.83,"id1_ass0km"
"S22-2486844","Ass0km","2022-12-14","2022-12-14","2022-12-29","2022-12-29",178.61,178.61,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003392042",2022,"KX-2708-LM","2022-01-01","2022-12-31",1,50,"H","Traditionnel",31.89,6.19,"Maxi",1,1,0,"SUV","Renault","Essence",1466,163,17355.95,19,3,"Pro","N",300,1,"2A271",NA,"S22-2486844",NA,NA,NA,NA,NA,NA,NA,74.25,46.62,0,364,0,120.87,"id1_ass0km"
"S22-2487778","Ass0km","2022-07-24","2022-07-24","2022-09-01","2022-09-01",140.31,140.31,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003392951",2022,"RJ-8690-LY","2022-01-01","2022-12-31",1,66,"F","Cond Accompagnée",45.43,11.18,"Med1",1,1,0,"Citadine","Peugeot","Essence",1281,185,20638.56,22,4,"Pri","N",200,0,"74097","S22-1215559","S22-2487778",NA,NA,NA,NA,NA,NA,NA,71.77,45.38,0,364,0,117.15,"id1_ass0km"
"S22-2487920","Ass0km","2022-01-10","2022-01-10","2022-03-11","2022-03-11",139.4,139.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003393084",2022,"NY-8170-TJ","2022-01-01","2022-12-31",1,44,"F","Cond Accompagnée",24.67,2.19,"Med2",1,1,1,"Compacte","Renault","Diesel",1740,56,3700.9,14,2,"Pro","N",500,0,"71391",NA,"S22-2487920",NA,NA,NA,NA,NA,NA,NA,50.82,33.64,33.39,364,0,117.85,"id1_ass0km"
"S22-2487935","Ass0km","2022-02-05","2022-02-05","2022-07-27","2022-07-27",166.28,166.28,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003393103",2022,"HF-7815-TA","2022-01-01","2022-12-31",1,48,"H","Traditionnel",26.81,2.37,"Maxi",1,1,1,"Citadine","Autre","Diesel",2080,190,20021.36,25,3,"Pri","N",200,0,"84004",NA,"S22-2487935",NA,NA,NA,NA,NA,NA,NA,56.38,36.19,35.9,364,0,128.47,"id1_ass0km"
"S22-2491240","Ass0km","2022-08-25","2022-08-25","2022-09-30","2022-09-30",163.01,163.01,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003396200",2022,"PA-4274-NM","2022-01-01","2022-12-31",1,55,"H","Cond Accompagnée",37.17,3.35,"Maxi",1,1,1,"Compacte","Renault","Diesel",1774,152,20338.32,13,3,"Pri","N",200,1,"11430","S22-1219038","S22-2491240",NA,NA,NA,NA,NA,NA,NA,69.59,42.27,41.87,364,0,153.73,"id1_ass0km"
"S22-2491466","Ass0km","2022-12-04","2022-12-08","2022-12-08","2022-12-08",170.13,170.13,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C003396395",2022,"QL-7687-YF","2022-01-01","2022-12-31",1,39,"F","Traditionnel",19.85,3.44,"Maxi",1,1,1,"Compacte","Citroen","Electrique/Hybride",1513,221,18601.6,19,4,"Pri","N",200,0,"71430",NA,"S22-2491466",NA,NA,NA,NA,NA,NA,NA,72.36,43.55,43.13,364,0,159.04,"id1_ass0km"
"S22-2492812","Ass0km","2022-03-04","2022-03-04","2022-06-08","2022-06-08",94.85,94.85,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003397636",2022,"NH-1733-QD","2022-01-01","2022-12-31",1,33,"H","Cond Accompagnée",13.27,3.43,"Maxi",1,1,1,"Citadine","Renault","Electrique/Hybride",1551,90,6658.04,4,2,"Pri","N",400,0,"89059","S22-1220624","S22-2492812",NA,NA,NA,NA,NA,NA,NA,57.86,36.88,36.57,364,0,131.31,"id1_ass0km"
"S22-2493298","Ass0km","2022-03-25","2022-03-25","2022-12-14","2022-12-14",177.34,177.34,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003398082",2022,"KR-5920-GK","2022-01-01","2022-12-31",1,44,"H","Traditionnel",22.29,3.24,"Maxi",1,1,1,"SUV","Renault","Diesel",1321,150,27040.23,8,5,"Pri","N",200,2,"31586","S22-1221108","S22-2493298",NA,NA,NA,NA,NA,NA,NA,85.45,49.57,49.05,364,0,184.07,"id1_ass0km"
"S22-2495320","Ass0km","2022-01-25","2022-01-25","2022-07-13","2022-07-13",204.12,204.12,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003400061",2022,"ML-0957-CP","2022-01-01","2022-12-31",1,32,"H","Traditionnel",10.93,3.66,"Maxi",1,1,1,"SUV","Autre","Essence",1969,178,24540.41,14,5,"Pri","O",300,1,"21638",NA,"S22-2495320",NA,NA,NA,NA,NA,NA,NA,83.92,48.86,48.35,364,0,181.13,"id1_ass0km"
"S22-2496202","Ass0km","2022-04-10","2022-04-11","2022-04-11","2022-04-11",177.98,177.98,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003400908",2022,"KM-7063-JD","2022-01-01","2022-12-31",1,59,"F","Cond Accompagnée",40.82,2.56,"Med1",1,1,0,"Familiale","Fiat","Electrique/Hybride",1673,165,13275.05,18,3,"Pri","N",200,0,"88518",NA,"S22-2496202",NA,NA,NA,NA,NA,NA,NA,53.78,36.39,0,364,0,90.17,"id1_ass0km"
"S22-2497286","Ass0km","2022-12-03","2022-12-12","2023-01-27","2023-01-27",155.38,155.38,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,"C003401934",2022,"LH-7039-EL","2022-01-01","2022-12-31",1,29,"H","Cond Accompagnée",7.85,2.82,"Maxi",1,1,0,"Citadine","Fiat","Electrique/Hybride",1516,105,7678.23,15,2,"Pro","N",200,0,"45213",NA,"S22-2497286",NA,NA,NA,NA,NA,NA,NA,48.06,33.53,0,364,0,81.59,"id1_ass0km"
"S22-2497632","Ass0km","2022-01-06","2022-01-07","2022-03-15","2022-03-15",182.19,182.19,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003402237",2022,"CH-5780-QC","2022-01-01","2022-12-31",1,29,"H","Traditionnel",10.13,3.12,"Maxi",1,1,0,"Familiale","Peugeot","Essence",1160,142,20703.8,20,4,"Pri","N",400,1,"12023",NA,"S22-2497632",NA,NA,NA,NA,NA,NA,NA,67.56,43.28,0,364,0,110.84,"id1_ass0km"
"S22-2497793","Ass0km","2022-07-25","2022-07-28","2022-08-07","2022-08-07",150.06,150.06,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003402387",2022,"FY-8318-LX","2022-01-01","2022-12-31",1,32,"H","Traditionnel",12.32,17.5,"Med1",1,1,1,"Citadine","Autre","Diesel",1420,209,14213.76,26,4,"Pri","N",300,0,"10289",NA,"S22-2497793",NA,NA,NA,NA,NA,NA,NA,73.63,44.13,43.7,364,0,161.46,"id1_ass0km"
"S22-2499167","Ass0km","2022-08-19","2022-08-19","2022-09-10","2022-09-10",130.73,130.73,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003403717",2022,"AG-8772-KK","2022-01-01","2022-12-31",1,36,"F","Traditionnel",17.96,2.42,"Maxi",1,1,0,"Citadine","Citroen","Essence",1355,56,17482.93,14,4,"Pri","N",200,1,"25220","S22-1227028","S22-2499167",NA,NA,NA,NA,NA,NA,NA,52.4,35.7,0,364,0,88.1,"id1_ass0km"
"S22-2499719","Ass0km","2022-07-24","2022-07-24","2022-10-04","2022-10-04",157.04,157.04,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003404252",2022,"FH-4681-QK","2022-01-01","2022-12-31",1,57,"H","Traditionnel",37.81,2.45,"Maxi",1,1,1,"Compacte","Volkswagen","Electrique/Hybride",1800,145,16903.24,12,4,"Pri","N",300,0,"70137",NA,"S22-2499719",NA,NA,NA,NA,NA,NA,NA,58.68,37.25,36.94,364,0,132.87,"id1_ass0km"
"S22-2499906","Ass0km","2022-08-02","2022-08-09","2022-09-28","2022-09-28",157.47,157.47,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1,"C003404467",2022,"QD-3537-YS","2022-01-01","2022-12-31",1,38,"H","Traditionnel",17.47,3.34,"Med1",1,1,1,"Familiale","Renault","Diesel",1179,51,9784.45,13,4,"Pri","N",400,0,"79166","S22-1227792","S22-2499906",NA,NA,NA,NA,NA,NA,NA,69.15,42.07,41.67,364,0,152.89,"id1_ass0km"
"S22-2500793","Ass0km","2022-03-27","2022-03-28","2022-04-04","2022-04-04",133.06,133.06,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003405339",2022,"QX-1614-MQ","2022-01-01","2022-12-31",1,51,"H","Traditionnel",32.09,2.95,"Med1",1,1,1,"Familiale","Peugeot","Diesel",1555,134,23432.36,12,5,"Pri","N",300,0,"58289",NA,"S22-2500793",NA,NA,NA,NA,NA,NA,NA,68.99,42,41.6,364,0,152.59,"id1_ass0km"
"S22-2502457","Ass0km","2022-10-19","2022-10-21","2022-10-31","2022-10-31",176.54,176.54,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003407034",2022,"RD-2995-XM","2022-01-01","2022-12-31",1,41,"H","Traditionnel",18.92,10.55,"Med2",1,1,0,"Compacte","Seat","Diesel",1904,219,24222.24,30,5,"Pri","N",200,0,"50146",NA,"S22-2502457",NA,NA,NA,NA,NA,NA,NA,68.2,43.6,0,364,0,111.8,"id1_ass0km"
"S22-2503061","Ass0km","2022-03-16","2022-03-17","2022-07-19","2022-07-19",153.48,153.48,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003407711",2022,"SX-5974-AR","2022-01-01","2022-12-31",1,28,"H","Traditionnel",6.58,2.47,"Maxi",1,1,1,"Citadine","Citroen","Diesel",1684,125,8799.78,24,3,"Pri","N",400,0,"42153",NA,"S22-2503061",NA,NA,NA,NA,NA,NA,NA,56.42,36.21,35.92,364,0,128.55,"id1_ass0km"
"S22-2503790","Ass0km","2022-07-30","2022-07-31","2022-08-26","2022-08-26",228.56,228.56,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003408463",2022,"PA-1644-EJ","2022-01-01","2022-12-31",1,30,"F","Traditionnel",9.76,2.59,"Maxi",1,1,0,"Citadine","Peugeot","Diesel",1954,179,23273.1,19,4,"Pri","N",300,0,"80756","S22-1231780","S22-2503790",NA,NA,NA,NA,NA,NA,NA,55.23,37.12,0,364,0,92.35,"id1_ass0km"
"S22-2505176","Ass0km","2022-03-26","2022-03-26","2022-03-26","2022-03-26",155.86,155.86,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003409778",2022,"KT-4407-CA","2022-01-01","2022-12-31",1,51,"H","Cond Accompagnée",32.4,3.56,"Maxi",1,1,0,"Citadine","Peugeot","Diesel",1024,109,9144.1,14,2,"Pro","N",300,1,"44197",NA,"S22-2505176",NA,NA,NA,NA,NA,NA,NA,51.82,35.41,0,364,0,87.23,"id1_ass0km"
"S22-2505594","Ass0km","2022-09-01","2022-09-04","2022-10-14","2022-10-14",204.5,204.5,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C003410174",2022,"KS-0710-BA","2022-01-01","2022-12-31",1,25,"F","Traditionnel",4.89,3.85,"Maxi",1,1,0,"Compacte","Ford","Diesel",1251,135,25810.65,5,4,"Pri","N",300,0,"16394",NA,"S22-2505594",NA,NA,NA,NA,NA,NA,NA,67.33,43.16,0,364,0,110.49,"id1_ass0km"
"S22-2506734","Ass0km","2022-04-25","2022-04-29","2023-05-03","2023-05-03",153.32,153.32,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C003411275",2022,"QA-6661-RY","2022-01-01","2022-12-31",1,51,"H","Cond Accompagnée",29.09,3.69,"Med2",1,1,1,"SUV","Citroen","Essence",1157,95,6270.1,28,2,"Pri","N",200,1,"67134",NA,"S22-2506734",NA,NA,NA,NA,NA,NA,NA,64,39.7,39.35,364,0,143.05,"id1_ass0km"
"S22-2507188","Ass0km","2022-07-11","2022-07-11","2022-09-04","2022-09-04",124.34,124.34,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003411725",2022,"GY-8191-CF","2022-01-01","2022-12-31",1,38,"H","Traditionnel",16.92,7.18,"Med1",1,1,1,"Citadine","Fiat","Diesel",1272,77,7767.43,12,4,"Pro","N",200,0,"2322","S22-1235239","S22-2507188",NA,NA,NA,NA,NA,NA,NA,72.45,43.59,43.17,364,0,159.21,"id1_ass0km"
"S22-2507646","Ass0km","2022-06-02","2022-06-10","2022-06-18","2022-06-18",129.85,129.85,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,"C003412165",2022,"HC-0271-FH","2022-01-01","2022-12-31",1,57,"H","Traditionnel",36.14,10.83,"Med1",1,1,1,"Compacte","Citroen","Diesel",1841,65,6631.73,1,2,"Pro","N",400,2,"77020","S22-1235702","S22-2507646",NA,NA,NA,NA,NA,NA,NA,73.34,44,43.57,364,0,160.91,"id1_ass0km"
"S22-2509267","Ass0km","2022-07-23","2022-07-24","2022-08-26","2022-08-26",188.01,188.01,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003414135",2022,"JP-1353-ZS","2022-01-01","2022-12-31",1,41,"H","Cond Accompagnée",22.09,1.47,"Maxi",1,1,1,"Citadine","Autre","Electrique/Hybride",1447,112,28600.36,25,4,"Pri","N",200,0,"17422",NA,"S22-2509267",NA,NA,NA,NA,NA,NA,NA,64.88,40.11,39.75,364,0,144.74,"id1_ass0km"
"S22-2509435","Ass0km","2022-11-01","2022-11-01","2023-03-16","2023-03-16",164.94,164.94,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003414358",2022,"SX-4459-DB","2022-01-01","2022-12-31",1,56,"H","Traditionnel",34.96,1.71,"Maxi",1,1,0,"Citadine","Peugeot","Essence",734,58,4962.75,12,3,"Pri","N",200,1,"32267",NA,"S22-2509435",NA,NA,NA,NA,NA,NA,NA,45,32,0,364,0,77,"id1_ass0km"
"S22-2510014","Ass0km","2022-01-04","2022-01-11","2022-01-11","2022-01-11",153.07,153.07,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1,"C003415085",2022,"EZ-1876-QG","2022-01-01","2022-12-31",1,39,"H","Traditionnel",20.13,11.87,"Med1",1,1,1,"Citadine","Peugeot","Diesel",1007,157,22092.5,27,3,"Pri","N",200,0,"78005",NA,"S22-2510014",NA,NA,NA,NA,NA,NA,NA,75.54,45.01,44.56,364,0,165.11,"id1_ass0km"
"S22-2510106","Ass0km","2022-03-31","2022-04-01","2022-05-28","2022-05-28",174,174,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003415222",2022,"SE-8240-LJ","2022-01-01","2022-12-31",1,26,"H","Traditionnel",8.05,2.66,"Maxi",1,1,1,"SUV","Renault","Essence",1434,176,9573.01,7,2,"Pri","O",400,0,"26305",NA,"S22-2510106",NA,NA,NA,NA,NA,NA,NA,62.32,38.93,38.59,364,0,139.84,"id1_ass0km"
"S22-2510824","Ass0km","2022-05-17","2022-05-19","2022-06-03","2022-06-03",145.15,145.15,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003416105",2022,"SX-1851-DF","2022-01-01","2022-12-31",1,38,"F","Traditionnel",20.21,5.47,"Med2",1,1,1,"Familiale","Audi","Diesel",1322,138,17141.72,24,4,"Pri","N",200,0,"6103",NA,"S22-2510824",NA,NA,NA,NA,NA,NA,NA,80.22,47.16,46.68,364,0,174.06,"id1_ass0km"
"S22-2511045","Ass0km","2022-03-04","2022-03-05","2022-12-05","2022-12-05",167.46,167.46,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003416364",2022,"CG-4625-LG","2022-01-01","2022-12-31",1,43,"H","Traditionnel",22.14,1.42,"Med1",1,1,1,"SUV","Peugeot","Diesel",1649,242,26131,23,3,"Pri","N",300,0,"67223",NA,"S22-2511045",NA,NA,NA,NA,NA,NA,NA,74.79,44.66,44.23,364,0,163.68,"id1_ass0km"
"S22-2511166","Ass0km","2022-05-14","2022-05-14","2022-05-14","2022-05-14",159.15,159.15,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003416538",2022,"NQ-0888-BC","2022-01-01","2022-12-31",1,73,"H","Traditionnel",52.79,1.47,"Maxi",1,1,0,"Citadine","Autre","Diesel",1402,166,23607.43,22,5,"Pri","N",300,0,"93059",NA,"S22-2511166",NA,NA,NA,NA,NA,NA,NA,50.66,34.83,0,364,0,85.49,"id1_ass0km"
"S22-2511699","Ass0km","2022-04-25","2022-04-25","2022-08-10","2022-08-10",135.47,135.47,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C003417221",2022,"YF-0427-JQ","2022-01-01","2022-12-31",1,44,"H","Cond Accompagnée",22.89,1.96,"Med1",1,1,1,"Citadine","Renault","Diesel",1556,129,18357.64,3,4,"Pri","N",300,0,"80055",NA,"S22-2511699",NA,NA,NA,NA,NA,NA,NA,56.69,36.34,36.04,364,0,129.07,"id1_ass0km"
"S22-2511804","Ass0km","2022-10-21","2022-10-23","2022-10-23","2022-10-23",153,153,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C003417362",2022,"ZC-6141-RL","2022-01-01","2022-12-31",1,62,"F","Traditionnel",41.66,9.62,"Med2",1,1,1,"Compacte","Seat","Essence",1153,183,14936.55,23,3,"Pri","N",300,2,"74146",NA,"S22-2511804",NA,NA,NA,NA,NA,NA,NA,79.38,46.77,46.3,364,0,172.45,"id1_ass0km"
"S22-2512372","Ass0km","2022-09-24","2022-09-25","2022-10-09","2022-10-09",180.76,180.76,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C003418030",2022,"HQ-7503-RP","2022-01-01","2022-12-31",1,47,"F","Traditionnel",27.29,14.7,"Med2",1,1,1,"Compacte","Volkswagen","Essence",925,168,17063.19,20,3,"Pro","N",200,0,"22282","S22-1240338","S22-2512372",NA,NA,NA,NA,NA,NA,NA,79.95,47.04,46.56,364,0,173.55,"id1_ass0km"
